公司代碼,簡稱,TSE 產業別,TESG評等季度,環境構面分數,社會構面分數,公司治理構面分數,TESG分數,TESG等級
5284,jpp-KY       ,20,202012,51.62,42.95,60.04,51.52,B-    
5285,界霖         ,24,202012,60.63,53.06,68.48,60.73,B+    
5288,豐祥-KY      ,05,202012,63.15,63.6,67.72,65.06,A     
5292,華懋         ,35,202012,47.16,36.59,46.05,43.51,C     
5306,桂盟         ,37,202012,68.27,55.64,76.08,66.01,A     
5388,中磊         ,27,202012,58.76,54.63,74.78,63.28,B+    
5434,崇越         ,29,202012,64.22,67.17,68.19,66.85,A     
5469,瀚宇博       ,28,202012,62.73,57.5,37.62,51.2,B-    
5471,松翰         ,24,202012,67.3,65.84,67.51,66.83,A     
5484,慧友         ,26,202012,53.2,55.4,41.78,49.3,B-    
5515,建國         ,14,202012,67.94,75.91,56.57,65.44,A     
5519,隆大         ,14,202012,47.16,60.33,46.97,51.03,B-    
5521,工信         ,14,202012,77.32,70.48,65.13,70.03,A+    
5522,遠雄         ,14,202012,51.89,69.64,42.07,52.99,B     
5525,順天         ,14,202012,47.16,62.08,39.51,48.34,B-    
5531,鄉林         ,14,202012,67.07,60.03,41.68,54.04,B     
5533,皇鼎         ,14,202012,47.16,47.21,50.91,48.79,B-    
5534,長虹         ,14,202012,47.16,51.26,48.57,48.99,B-    
5538,東明-KY      ,10,202012,40.93,42.2,54.55,46.15,C     
5607,遠雄港       ,15,202012,47.16,48.42,61.15,53.55,B     
5608,四維航       ,15,202012,34.58,49.92,46.04,43.5,C     
5706,鳳凰         ,16,202012,51.21,65.51,51.14,58.05,B+    
5871,中租-KY      ,20,202012,73.22,56.61,63.4,61.73,B+    
5876,上海商銀     ,17,202012,59.26,74.24,53.11,62.72,B+    
5880,合庫金       ,17,202012,77.83,61.92,68.8,66.99,A     
5906,台南-KY      ,18,202012,46.59,37.28,65,49.86,B-    
5907,大洋-KY      ,18,202012,46.59,41.53,51.85,46.52,C     
6005,群益證       ,17,202012,56.84,60.52,57.74,58.8,B+    
6024,群益期       ,17,202012,60.3,69.48,46.62,57.86,B+    
6108,競國         ,28,202012,76.39,49.78,66.07,62.36,B+    
6112,邁達特       ,30,202012,61.38,52.4,52.96,54.77,B     
6115,鎰勝         ,28,202012,69.83,52.54,63.01,61.91,B+    
6116,彩晶         ,26,202012,55.9,83.83,50.56,64.48,A     
6117,迎廣         ,25,202012,85.56,56.4,66.44,67.21,A     
6120,達運         ,26,202012,54.2,56.4,63.34,58.51,B+    
6128,上福         ,25,202012,61.17,62.06,64.69,62.85,B+    
6133,金橋         ,28,202012,41.8,49.28,39.6,43.17,C     
6136,富爾特       ,27,202012,51.31,52.08,60.67,55.28,B     
6139,亞翔         ,31,202012,51.62,60.1,47.21,53.16,B     
6141,柏承         ,28,202012,51.62,49.44,44.14,47.95,B-    
6142,友勁         ,27,202012,43.86,53.79,55.21,51.95,B     
6152,百一         ,27,202012,57.71,56.6,59.34,57.91,B+    
6153,嘉聯益       ,28,202012,82.02,55.5,49.86,59.72,B+    
6155,鈞寶         ,28,202012,61.56,46.29,68.75,59.85,B+    
6164,華興         ,26,202012,51.62,44.89,61.7,52.89,B     
6165,浪凡         ,36,202012,69.96,58.89,24.76,51.08,B-    
6166,凌華         ,25,202012,69.09,67.44,61.98,65.76,A     
6168,宏齊         ,26,202012,48.75,60.41,52.75,54.7,B     
6176,瑞儀         ,26,202012,72.18,71.91,59.83,67.39,A     
6177,達麗         ,14,202012,47.16,45.3,40.77,43.85,C     
6183,關貿         ,30,202012,51.72,82.71,78.13,73.53,A+    
6184,大豐電       ,20,202012,51.21,62.89,45.36,55.06,B     
6189,豐藝         ,29,202012,43.86,50.1,38.92,44.36,C     
6191,精成科       ,28,202012,33.98,47.61,49.43,45.03,C     
6192,巨路         ,31,202012,43.86,55.53,40.26,46.93,C     
6196,帆宣         ,31,202012,81.16,69.03,72.47,73.25,A+    
6197,佳必琪       ,28,202012,43.86,41.85,43.52,42.97,C     
6201,亞弘電       ,31,202012,57.02,43.25,63.99,54.43,B     
6202,盛群         ,24,202012,70.59,67.6,71.57,69.82,A+    
6205,詮欣         ,28,202012,53.2,61.45,54.49,56.19,B     
6206,飛捷         ,25,202012,68.32,74.27,70.86,71.55,A+    
6209,今國光       ,26,202012,43.86,45.48,53.16,48.01,B-    
6213,聯茂         ,28,202012,67.51,56.35,74.88,66.07,A     
6214,精誠         ,30,202012,52.17,75.35,59.48,63.76,B+    
6215,和椿         ,31,202012,71.19,59.06,62.44,64.05,A     
6216,居易         ,27,202012,51.62,51.24,52.81,51.93,B     
6224,聚鼎         ,28,202012,53.2,48.42,50.2,50.56,B-    
6225,天瀚         ,26,202012,43.86,49.56,46.37,46.98,C     
6226,光鼎         ,26,202012,43.86,40.85,39.93,41.22,C-    
6230,尼得科超眾   ,25,202012,51.62,48.92,66.75,56.34,B     
6235,華孚         ,25,202012,41.8,37.68,52.38,44.8,C     
6239,力成         ,24,202012,71.83,83.49,58.66,71.26,A+    
6243,迅杰         ,24,202012,58.91,51,59.45,56.11,B     
6257,矽格         ,24,202012,56.54,46.88,49.75,50.29,B-    
6269,台郡         ,28,202012,62.99,53.71,58.81,57.88,B+    
6271,同欣電       ,24,202012,55.17,58.53,40.09,50.72,B-    
6277,宏正         ,25,202012,81.81,66.47,58.83,67.25,A     
6278,台表科       ,26,202012,60.52,53.4,64.98,59.51,B+    
6281,全國電       ,29,202012,46.59,68.21,58.64,60.37,B+    
6282,康舒         ,28,202012,70.61,58.2,57.98,61.84,B+    
6283,淳安         ,31,202012,52.52,51.9,46.96,50.17,B-    
6285,啟碁         ,27,202012,85.85,77.38,58.43,72.21,A+    
6288,聯嘉         ,12,202012,71.17,59.02,50.73,58.78,B+    
6405,悅城         ,26,202012,42.7,44.4,61.14,50.59,B-    
6409,旭隼         ,31,202012,69.75,53.31,68.97,64.51,A     
6412,群電         ,28,202012,61.26,58.69,38.65,51.69,B     
6414,樺漢         ,25,202012,64.02,55.55,52.9,56.58,B     
6415,矽力*-KY     ,24,202012,43.86,50.83,68.6,55.91,B     
6416,瑞祺電通     ,27,202012,66.93,56.02,45.75,54.74,B     
6426,統新         ,27,202012,42.37,53.12,34.48,43.45,C     
6431,光麗-KY      ,22,202012,51.62,47.75,39.12,45.4,C     
6438,迅得         ,31,202012,52.27,59.2,58.25,57.18,B     
6442,光聖         ,27,202012,65.34,54.4,61.26,59.63,B+    
6443,元晶         ,26,202012,60.57,53.59,64.95,60.4,B+    
6446,藥華藥       ,22,202012,46.9,59.63,75.54,61.95,B+    
6449,鈺邦         ,28,202012,51.62,52.38,33.96,45.2,C     
6451,訊芯-KY      ,24,202012,38.48,41,58.95,47.22,C     
6456,GIS-KY       ,26,202012,77.19,53.41,57.15,60.54,B+    
6464,台數科       ,20,202012,72.39,73.71,59.36,69.11,A     
6472,保瑞         ,22,202012,49.96,45.52,50.5,47.76,B-    
6477,安集         ,26,202012,67.1,56.36,76.59,67.83,A     
6491,晶碩         ,22,202012,71.33,66.53,59.34,65.31,A     
6504,南六         ,20,202012,51.23,71.52,72.84,68.18,A     
6505,台塑化       ,23,202012,43.65,85.52,55.02,58.21,B+    
6515,穎崴         ,24,202012,43.86,47.72,46.52,46.34,C     
6525,捷敏-KY      ,24,202012,43.86,43.57,52.03,46.86,C     
6531,愛普*        ,24,202012,43.86,52.7,42.95,46.88,C     
6533,晶心科       ,24,202012,60.92,51.26,68.32,60.06,B+    
6541,泰福-KY      ,22,202012,49.96,45.88,57.04,49.85,B-    
6550,北極星藥業-KY,22,202012,49.96,45.81,53.38,48.75,B-    
6552,易華電       ,24,202012,64.53,46.16,36.85,47.95,B-    
6558,興能高       ,31,202012,43.86,47.41,48.76,47.07,C     
6573,虹揚-KY      ,24,202012,53.32,45.49,56.01,51.37,B-    
6579,研揚         ,25,202012,65.1,67.18,51.58,60.75,B+    
6581,鋼聯         ,35,202012,50.43,69.17,50.18,55.95,B     
6582,申豐         ,11,202012,41.8,41.48,59.03,48.6,B-    
6585,鼎基         ,20,202012,41.8,39.26,48.47,43.71,C     
6591,動力-KY      ,25,202012,41.8,49.31,51.64,47.99,B-    
6592,和潤企業     ,20,202012,62.96,52.15,40.47,48.08,B-    
6598,ABC-KY       ,22,202012,49.96,47.75,58.22,51.19,B-    
6605,帝寶         ,12,202012,52.41,55.27,52.35,53.21,B     
6606,建德工業     ,05,202012,53.23,44.49,33.55,42.73,C     
6625,必應         ,20,202012,51.21,55.66,55.53,54.65,B     
6641,基士德-KY    ,35,202012,41.8,46.64,58.01,49.74,B-    
6655,科定         ,20,202012,46.59,44.95,49.82,47.16,C     
6657,華安         ,22,202012,49.96,47.89,53.05,49.76,B-    
6658,聯策         ,31,202012,41.8,39.97,55.37,46.68,C     
6666,羅麗芬-KY    ,22,202012,46.59,44.12,63.8,52.26,B     
6668,中揚光       ,26,202012,54.69,55.02,64.13,58.56,B+    
6669,緯穎         ,25,202012,75.91,66.65,45.39,60.79,B+    
6670,復盛應用     ,37,202012,51.23,50.05,51.3,50.76,B-    
6671,三能-KY      ,38,202012,51.23,47.38,68.84,56.48,B     
6672,騰輝電子-KY  ,28,202012,43.86,40.01,37.78,40.09,C-    
6674,鋐寶科技     ,27,202012,43.86,52.96,45.72,48.02,B-    
6689,伊雲谷       ,36,202012,62.75,54,39.26,50.5,B-    
6691,洋基工程     ,31,202012,47.16,39.38,40.51,41.97,C-    
6695,芯鼎         ,24,202012,50.86,44.78,39.45,44.22,C     
6698,旭暉應材     ,31,202012,41.8,46.15,38.4,41.75,C-    
6706,惠特         ,26,202012,41.8,47.73,42.03,43.67,C     
6715,嘉基         ,28,202012,43.86,35.11,56.36,45.29,C     
6719,力智         ,24,202012,43.86,45.07,46.49,45.32,C     
6742,澤米         ,26,202012,43.86,36.31,50.68,43.59,C     
6743,安普新       ,31,202012,43.86,34.86,53.55,44.13,C     
6753,龍德造船     ,15,202012,41.8,42.78,46.22,43.86,C     
6754,匯僑設計     ,38,202012,47.16,44.02,54.77,49.49,B-    
6756,威鋒電子     ,24,202012,43.86,49.59,49.41,48.15,B-    
6757,台灣虎航     ,15,202012,43.03,30.72,42.72,39.34,C-    
6770,力積電       ,24,202012,56.26,45.55,41.31,46.51,C     
6776,展碁國際     ,29,202012,46.59,49.87,52.17,50.15,B-    
8011,台通         ,27,202012,41.8,64.26,46.18,50.29,B-    
8016,矽創         ,24,202012,43.86,54.98,45.33,48.64,B-    
8021,尖點         ,31,202012,68.94,62.46,76.18,69.23,A     
8028,昇陽半導體   ,24,202012,60.44,59.26,71.28,64.11,A     
8033,雷虎         ,20,202012,46.59,61.48,32.82,47.47,B-    
8039,台虹         ,28,202012,57.66,78.47,73.85,70.38,A+    
8045,達運光電     ,27,202012,51.62,53.51,57.72,54.66,B     
8046,南電         ,28,202012,58,67.53,59.57,62.21,B+    
8070,長華*        ,29,202012,43.86,51.58,49.52,48.95,B-    
8072,陞泰         ,29,202012,41.8,39.21,53.26,45.61,C     
8081,致新         ,24,202012,52.69,55.17,64.24,58.02,B+    
8101,華冠         ,27,202012,43.86,41.68,22.21,34.81,C-    
8103,瀚荃         ,28,202012,70.46,66,67.76,68.04,A     
8104,錸寶         ,26,202012,43.86,60.69,38.74,48.31,B-    
8105,凌巨         ,26,202012,55.32,57.78,67.03,60.7,B+    
8110,華東         ,24,202012,33.66,69.58,46.37,52.14,B     
8112,至上         ,29,202012,53.19,48.19,60.87,54.21,B     
8114,振樺電       ,25,202012,51.62,51.19,51.94,51.58,B     
8131,福懋科       ,24,202012,60.56,61.94,55.42,59.13,B+    
8150,南茂         ,24,202012,56.98,82.01,62.21,68.48,A     
8163,達方         ,25,202012,78.84,77.94,55.13,69.49,A     
8201,無敵         ,31,202012,53.83,78.74,51.01,62.23,B+    
8210,勤誠         ,25,202012,74.11,45.72,75.87,63.99,A     
8213,志超         ,28,202012,51.62,54.21,66.33,58.2,B+    
8215,明基材       ,26,202012,80.74,63.13,67.02,68.83,A     
8222,寶一         ,05,202012,41.8,47.22,60.76,51.01,B-    
8249,菱光         ,28,202012,51.62,43.96,41.28,44.78,C     
8261,富鼎         ,24,202012,52.95,49.97,65.78,56.69,B     
8271,宇瞻         ,24,202012,66.69,66.26,65.01,65.89,A     
8341,日友         ,35,202012,45.34,65.63,55.98,56,B     
8367,建新國際     ,15,202012,43.03,62.54,69.32,58.94,B+    
8374,羅昇         ,05,202012,41.8,47.95,42.48,43.92,C     
8404,百和興業-KY  ,20,202012,65.42,68.95,61.88,65.52,A     
8411,福貞-KY      ,20,202012,53.2,66.22,54.53,57.64,B     
8422,可寧衛       ,35,202012,61.04,77.34,68.93,69.32,A     
8429,金麗-KY      ,18,202012,46.59,47.82,38.8,44.07,C     
8438,昶昕         ,35,202012,65.84,62.66,47.05,56.81,B     
8442,威宏-KY      ,20,202012,46.59,42.14,43.95,43.69,C     
8443,阿瘦         ,18,202012,68.97,57.75,63.39,62.08,B+    
8454,富邦媒       ,36,202012,83.9,67.38,74.62,73.35,A+    
8462,柏文         ,37,202012,51.21,57.1,58.64,56.26,B     
8463,潤泰材       ,20,202012,50.97,66.12,49.85,54.36,B     
8464,億豐         ,38,202012,68.06,65.27,54.06,61.43,B+    
8466,美吉吉-KY    ,20,202012,46.59,37.74,53.49,45.56,C     
8467,波力-KY      ,37,202012,42.07,53.11,69.21,57.29,B     
8473,山林水       ,35,202012,42.08,64.1,61.36,56.98,B     
8476,台境*        ,35,202012,47.16,44.34,48.4,46.84,C     
8478,東哥遊艇     ,37,202012,41.8,38.04,71.78,52.66,B     
8481,政伸         ,20,202012,55.9,60.68,69.33,62.22,B+    
8482,商億-KY      ,38,202012,46.59,41.46,63.69,51.1,B-    
8488,吉源-KY      ,20,202012,53.2,37.21,65.33,53.26,B     
8499,鼎炫-KY      ,31,202012,41.8,36.92,41.6,40.25,C-    
8926,台汽電       ,23,202012,58.26,68.55,75.52,67.05,A     
8940,新天地       ,16,202012,41.73,53.3,54.46,50.06,B-    
8996,高力         ,05,202012,41.8,56.65,43.89,47.09,C     
9802,鈺齊-KY      ,37,202012,46.59,46.83,62.54,52.91,B     
9902,台火         ,20,202012,41.8,40.11,57.17,47.44,B-    
9904,寶成         ,37,202012,74.63,65.88,69.91,69.12,A     
9905,大華         ,20,202012,41.8,37.48,67.23,50.68,B-    
9906,欣巴巴       ,14,202012,40.05,40.58,60.81,49.14,B-    
9907,統一實       ,20,202012,47.43,62.31,61.91,57.68,B+    
9908,大台北       ,23,202012,75.85,73.51,51.84,64.82,A     
9910,豐泰         ,37,202012,70.59,49.35,77.71,64.44,A     
9911,櫻花         ,38,202012,53.56,67.74,50.81,58.45,B+    
9912,偉聯         ,25,202012,55.17,53.92,58.48,55.96,B     
9914,美利達       ,37,202012,46.59,54.04,53.33,52.35,B     
9917,中保科       ,20,202012,58.4,82.76,55.07,69.09,A     
9918,欣天然       ,23,202012,64.52,47.97,48.57,52.7,B     
9919,康那香       ,20,202012,51.23,68.93,55.24,60.23,B+    
9921,巨大         ,37,202012,59.12,58.82,62.15,60.18,B+    
9924,福興         ,38,202012,85.56,66.78,63.45,69.05,A     
9925,新保         ,20,202012,86.69,83.12,57.62,76.26,A+    
9926,新海         ,23,202012,47.16,53.66,45.88,48.56,B-    
9927,泰銘         ,20,202012,49.85,51.48,52.25,51.12,B-    
9928,中視         ,20,202012,51.21,66.95,57.09,60.53,B+    
9929,秋雨         ,20,202012,55.9,57.16,60.19,57.79,B+    
9930,中聯資源     ,35,202012,64.22,56.14,55.07,58.91,B+    
9931,欣高         ,23,202012,47.16,45.71,49.24,47.62,B-    
9933,中鼎         ,20,202012,74.44,80.48,70.07,74.37,A+    
9934,成霖         ,38,202012,65.56,54.98,73.61,64.25,A     
9935,慶豐富       ,38,202012,46.59,43.43,39.67,42.57,C     
9937,全國         ,23,202012,58.34,34.96,68.05,55.99,B     
9938,百和         ,20,202012,68.87,62.59,56.34,61.35,B+    
9939,宏全         ,20,202012,57.28,72.95,57.11,61.91,B+    
9940,信義         ,20,202012,88.27,78.9,81.54,82.56,A+    
9941,裕融         ,20,202012,64.68,64.98,55.45,60.56,B+    
9942,茂順         ,20,202012,61.61,61.75,57.05,59.87,B+    
9943,好樂迪       ,16,202012,58.39,69.68,72.59,68.07,A     
9944,新麗         ,20,202012,46.59,39.41,59.8,48.72,B-    
9945,潤泰新       ,20,202012,68.86,60.91,52.59,59.48,B+    
9946,三發地產     ,14,202012,47.16,46,36.82,42.37,C     
9955,佳龍         ,35,202012,47.16,36.13,59.3,49.07,B-    
9958,世紀鋼       ,10,202012,55.6,52.82,50.95,53.23,B     
1101,台泥         ,01,202112,66.04,77.55,50.31,63.26,B+    
1102,亞泥         ,01,202112,75.78,77.44,52.56,67.84,A     
1103,嘉泥         ,01,202112,43.62,74.47,57.44,56.31,B     
1104,環泥         ,01,202112,68.01,68.57,58.38,64.68,A     
1108,幸福         ,01,202112,49.65,53.8,70.74,58.28,B+    
1109,信大         ,01,202112,60.49,40.81,53.41,53.02,B     
1110,東泥         ,01,202112,69.03,42.84,51.98,56.34,B     
1201,味全         ,02,202112,84.18,71.94,66.97,74.24,A+    
1203,味王         ,02,202112,63.4,68.05,59.68,64.1,A     
1210,大成         ,02,202112,51.35,67.42,48.58,56.79,B     
1213,大飲         ,02,202112,32.02,53.43,40.36,37.37,C-    
1215,卜蜂         ,02,202112,70.79,64.72,64.57,66.56,A     
1216,統一         ,02,202112,84.72,85.06,56.78,76.47,A+    
1217,愛之味       ,02,202112,64.71,71.52,49.92,62.93,B+    
1218,泰山         ,02,202112,60.84,58.72,54.85,58.22,B+    
1219,福壽         ,02,202112,82.67,76.37,48.34,69.91,A     
1220,台榮         ,02,202112,48.31,50.48,65.81,54.41,B     
1225,福懋油       ,02,202112,62.09,74.29,37.68,59.52,B+    
1227,佳格         ,02,202112,74.73,67.04,50.8,64.55,A     
1229,聯華         ,02,202112,67.33,79.28,51.85,67.35,A     
1231,聯華食       ,02,202112,75.84,57.73,59.13,63.76,B+    
1232,大統益       ,02,202112,64.67,69.62,67.31,67.39,A     
1233,天仁         ,02,202112,58.64,62.93,64.66,62.12,B+    
1234,黑松         ,02,202112,80.26,76.06,49.11,69.28,A     
1235,興泰         ,02,202112,32.85,44.96,29.4,36.54,C-    
1236,宏亞         ,02,202112,65.33,52.69,51.94,56.38,B     
1256,鮮活果汁-KY  ,02,202112,34.84,48.43,65.28,49.27,B-    
1301,台塑         ,03,202112,46.49,62.38,56.31,55.18,B     
1303,南亞         ,03,202112,58.98,67.34,57.77,61,B+    
1304,台聚         ,03,202112,80.03,75.02,62.18,71.39,A+    
1305,華夏         ,03,202112,68.71,83.85,61.61,70.41,A+    
1307,三芳         ,03,202112,67.82,56.78,59.52,59.95,B+    
1308,亞聚         ,03,202112,66.53,66.11,66.21,66.27,A     
1309,台達化       ,03,202112,66.27,73.62,63.24,67.26,A     
1310,台苯         ,03,202112,66.84,68.06,39.65,56.33,B     
1312,國喬         ,03,202112,68.79,66.28,54,62.12,B+    
1313,聯成         ,03,202112,81.48,69.8,56.08,67.82,A     
1314,中石化       ,03,202112,59.16,68.65,40.47,54.53,B     
1315,達新         ,03,202112,46.99,57.52,53.24,53.85,B     
1316,上曜         ,14,202112,66.58,59.88,48.35,56.73,B     
1319,東陽         ,12,202112,62.94,77.91,58.91,65.71,A     
1321,大洋         ,03,202112,52.81,54.67,40.33,48.37,B-    
1323,永裕         ,03,202112,66.33,67.67,56.23,62.69,B+    
1324,地球         ,03,202112,70.76,61.07,54.73,61.44,B+    
1325,恒大         ,03,202112,46.99,59.3,42.08,50.25,B-    
1326,台化         ,03,202112,46.95,61.88,57.81,55.77,B     
1337,再生-KY      ,03,202112,52.81,49.04,53.61,52,B     
1338,廣華-KY      ,12,202112,70.7,60.9,50.02,59.79,B+    
1339,昭輝         ,12,202112,42.59,43.48,42.19,42.69,C     
1340,勝悅-KY      ,03,202112,46.99,45.94,25.67,38.23,C-    
1341,富林-KY      ,03,202112,46.99,41.72,69.34,53.49,B     
1342,八貫         ,20,202112,52.81,34.14,47.77,45.19,C     
1402,遠東新       ,04,202112,51.06,84.59,57.95,64.71,A     
1409,新纖         ,04,202112,80.79,76.14,52.63,67.86,A     
1410,南染         ,04,202112,46.99,44.2,45.52,45.25,C     
1413,宏洲         ,04,202112,34.01,50.13,60.68,51.18,B-    
1414,東和         ,04,202112,46.99,40.46,50.34,45.56,C     
1416,廣豐         ,20,202112,46.99,50.29,47.18,48.45,B-    
1417,嘉裕         ,04,202112,46.99,49.83,40.58,45.69,C     
1418,東華         ,04,202112,46.99,39.45,51.04,45.4,C     
1419,新紡         ,04,202112,46.99,49.33,47.5,48.17,B-    
1423,利華         ,04,202112,46.99,41.23,38.43,41.24,C-    
1432,大魯閣       ,37,202112,46.99,53.3,52.92,51.95,B     
1434,福懋         ,04,202112,49.86,70.72,54.56,60.45,B+    
1435,中福         ,20,202112,46.85,35.56,40.13,40.57,C-    
1436,華友聯       ,14,202112,46.85,50.5,64.11,55.37,B     
1437,勤益控       ,20,202112,46.85,36.15,65.72,51.75,B     
1438,三地開發     ,14,202112,39.26,37.79,47.11,42.19,C     
1439,雋揚         ,14,202112,46.99,46.54,45.62,46.27,C     
1440,南紡         ,04,202112,78.49,48.97,63.75,60.34,B+    
1441,大東         ,04,202112,46.99,48.36,43.37,46.15,C     
1442,名軒         ,14,202112,54.95,53.98,65.64,59.25,B+    
1443,立益物流     ,20,202112,46.99,41.38,53.35,47.11,C     
1444,力麗         ,04,202112,75.84,54.25,45.67,55.01,B     
1445,大宇         ,04,202112,62.82,51.65,39.51,49.04,B-    
1446,宏和         ,04,202112,46.99,48.06,44.01,46.28,C     
1447,力鵬         ,04,202112,75.87,56.5,44.81,55.62,B     
1449,佳和         ,04,202112,46.99,47.57,41.17,44.96,C     
1451,年興         ,04,202112,46.99,40,62.15,49.97,B-    
1452,宏益         ,04,202112,46.99,56.64,62.41,57.06,B     
1453,大將         ,14,202112,46.85,38.5,59.26,49.68,B-    
1454,台富         ,04,202112,60.82,37.59,44.12,44.55,C     
1455,集盛         ,04,202112,65.39,56.51,50.58,55.89,B     
1456,怡華         ,14,202112,46.85,37.68,43.37,42.6,C     
1457,宜進         ,04,202112,68.65,73.19,66.48,69.71,A     
1459,聯發         ,04,202112,46.99,57.38,49.59,52.37,B     
1460,宏遠         ,04,202112,55.68,63.03,55.88,58.85,B+    
1463,強盛新       ,04,202112,64.07,57.62,59.89,59.73,B+    
1464,得力         ,04,202112,51.63,39.49,53.72,47.35,B-    
1465,偉全         ,04,202112,46.99,46.16,55.28,49.87,B-    
1466,聚隆         ,04,202112,65.58,73.91,55.62,65.19,A     
1467,南緯         ,04,202112,88.68,66.1,57.3,66.96,A     
1468,昶和         ,04,202112,51.63,53.23,54.85,53.56,B     
1470,大統新創     ,04,202112,47.92,65.96,64.78,62.07,B+    
1471,首利         ,28,202112,41.47,40.34,37.57,39.57,C-    
1472,三洋實業     ,14,202112,46.99,46.46,37.36,43.01,C     
1473,台南         ,04,202112,41.62,41.11,35.74,39.11,C-    
1474,弘裕         ,04,202112,35.4,59.09,47.88,50.22,B-    
1475,業旺         ,04,202112,46.99,42.94,59.46,50.15,B-    
1476,儒鴻         ,04,202112,89.31,50.91,60.34,61.89,B+    
1477,聚陽         ,04,202112,66.44,49.03,64.14,58.23,B+    
1503,士電         ,05,202112,79.76,76.02,54.09,68.37,A     
1504,東元         ,05,202112,83.08,66.14,58.91,68.33,A     
1506,正道         ,05,202112,51.97,44.35,37.76,44.22,C     
1512,瑞利         ,12,202112,65.03,42.85,48.9,52.31,B     
1513,中興電       ,05,202112,65.47,47.5,49.15,53.06,B     
1514,亞力         ,05,202112,52.81,63.41,54.07,56.49,B     
1515,力山         ,05,202112,51.63,59.5,40.9,50.75,B-    
1516,川飛         ,20,202112,41.34,46.08,45.89,44.16,C     
1517,利奇         ,05,202112,51.63,51.48,48.41,50.31,B-    
1519,華城         ,05,202112,64.86,74.14,70.99,70.1,A     
1521,大億         ,12,202112,51.97,67.88,59.58,59.55,B+    
1522,堤維西       ,12,202112,79.21,56.89,58.9,64.82,A     
1524,耿鼎         ,12,202112,51.97,32.55,48.44,44.96,C     
1525,江申         ,12,202112,68.63,61.79,64.87,65.18,A     
1526,日馳         ,05,202112,46.99,62.32,27.87,45.97,C     
1527,鑽全         ,05,202112,51.63,67.15,44.66,55.43,B     
1528,恩德         ,05,202112,46.99,51.1,52.92,51.03,B-    
1529,樂事綠能     ,05,202112,52.81,44.88,49.68,49.18,B-    
1530,亞崴         ,05,202112,52.81,52.85,53.93,53.27,B     
1531,高林股       ,05,202112,55.53,54.31,54.77,54.86,B     
1532,勤美         ,05,202112,57.34,73.87,56.48,61.96,B+    
1533,車王電       ,12,202112,73.38,78.27,48.1,64.94,A     
1535,中宇         ,05,202112,51.04,76.19,68.32,65.5,A     
1536,和大         ,12,202112,64.33,68.99,30.97,52.67,B     
1537,廣隆         ,05,202112,45.31,51.67,53.38,50.79,B-    
1538,正峰         ,05,202112,46.99,58.05,35.22,47.05,C     
1539,巨庭         ,05,202112,46.99,55.14,56.89,54.28,B     
1540,喬福         ,05,202112,46.99,57.42,39.4,48.41,B-    
1541,錩泰         ,05,202112,46.99,64.89,49.75,55.58,B     
1558,伸興         ,05,202112,78.76,72.82,49.79,64.97,A     
1560,中砂         ,05,202112,65.56,56.67,58.46,59.48,B+    
1563,巧新         ,12,202112,42.59,37.43,26.85,34.96,C-    
1568,倉佑         ,12,202112,51.97,46.87,65.49,55.76,B     
1582,信錦         ,28,202112,69.73,52.74,57.56,58.65,B+    
1583,程泰         ,05,202112,48.23,60.84,41.61,49.36,B-    
1587,吉茂         ,12,202112,42.59,40.18,46.4,43.38,C     
1589,永冠-KY      ,05,202112,41.47,38.21,47.24,42.8,C     
1590,亞德客-KY    ,05,202112,57.42,63.13,58.21,59.45,B+    
1597,直得         ,05,202112,52.81,52.4,51.3,52.08,B     
1598,岱宇         ,37,202112,69.44,71.19,55.59,64.78,A     
1603,華電         ,06,202112,41.47,37.61,37.53,38.74,C-    
1604,聲寶         ,06,202112,51.63,62.75,64.19,61.2,B+    
1605,華新         ,06,202112,78.87,60.8,60.03,65.91,A     
1608,華榮         ,06,202112,73.88,55.08,53.26,60,B+    
1609,大亞         ,06,202112,78.9,73.22,56.8,68.36,A     
1611,中電         ,06,202112,51.4,50.96,43.68,48.3,B-    
1612,宏泰         ,06,202112,52.81,58.38,59.02,56.97,B     
1614,三洋電       ,06,202112,51.63,43.83,35.54,42.08,C     
1615,大山         ,06,202112,48.51,50.25,49.04,49.25,B-    
1616,億泰         ,06,202112,52.81,52.41,38.59,47,C     
1617,榮星         ,06,202112,52.81,53.46,44.16,49.54,B-    
1618,合機         ,06,202112,52.81,58.92,54.99,55.51,B     
1626,艾美特-KY    ,06,202112,46.99,54.6,52.17,52.21,B     
1702,南僑         ,02,202112,50.5,62.88,53.15,56.12,B     
1707,葡萄王       ,22,202112,87.45,89.54,70.8,83.73,A+    
1708,東鹼         ,21,202112,33.74,57.56,53.6,48.83,B-    
1709,和益         ,21,202112,67.55,65.42,52.58,60.92,B+    
1710,東聯         ,21,202112,58.62,67.31,57.7,60.86,B+    
1711,永光         ,21,202112,59.16,81.68,71.02,70.66,A+    
1712,興農         ,21,202112,69.92,72.4,65.37,68.84,A     
1713,國化         ,21,202112,33.81,50.57,55.67,47.58,B-    
1714,和桐         ,21,202112,66.2,67.12,54.97,61.99,B+    
1717,長興         ,21,202112,81.78,73.59,62.87,71.76,A+    
1718,中纖         ,21,202112,56.65,80.45,34.88,55.08,B     
1720,生達         ,22,202112,89.5,72.25,66.4,71.52,A+    
1721,三晃         ,21,202112,58.23,56.51,57.61,57.46,B     
